,terrorism,Turkey,Iraq,Iran,persian gulf,opec,blending,crack spread,crude oil,liquefied natural gas,liquefied petroleum gas,nymex,petroleum,refined products,refinery,residual fuel oil,wti,oil barrel,petroleum industry,crude inventories,lease condensate,hydrocarbons,pentanes,pipeline,GDP,recession,economic growth,commodity,price of gold,price of oil,price of crude,oil volatility,oil producers,oil exporter,oil sands,peak oil,Canada,Middle East,South America,Alberta,China,Australia,Russia,Arctic,oil rich,CAD/USD,CAD/JPY,oil market,cost per gallon,refining capacity,fuel efficiency,oil crisis,inflation,Gulf War,store oil,oil transportation,natural gas,the interest rates,world crude,supply,interest rates,endogenous variables,federal funds rate,real oil price,share of oil,marginal production cost,income elasticity,the oil supply,volatility,demand and supply,production levels,barrels per day,oil markets,world economic growth,impulse response function,var model,crude oil futures,oil prices,spr releases,Government Policy,crude oil prices,oil shock,us oil,american economic review,exchange and interest,the oil,demand shock,exchange rates,monetary policy,bureau of economic,global production,market uncertainty,market volatility,spot price,energy information administration,spr release,private stocks,crude oil supply,wti futures price,funds rate,the middle east,demand,federal funds,impulse responses,wti futures,supply shock,price elasticity,crude oil price,crude price,oil consumption,elasticity of demand,Energy Prices,scarcity rent,oil supply,oil production,oil price,natural gas production,marginal revenue,multipliers,strategic petroleum,gasoline demand,oil demand,impulse response,oil futures,interest rate,barrels of oil,real gdp,oil price change,run demand,chinese oil consumption,strategic petroleum reserve,Oil Shocks,OPEC_price
economic growth,0.894733798577,0.120055470355,0.716840816437,0.364275102114,0.812913227192,0.726921840262,0.765653206531,0.0641321685382,0.0365020804552,0.541505729889,0.367341796056,0.0153696246478,0.808684809755,0.476385982052,0.547868893421,0.177903020902,0.190360100284,0.249094417296,0.81710868461,0.192726117345,0.0783427922738,0.931519190306,0.138185973056,0.794435516922,0.841069741009,0.429198041562,1.0,0.749012505201,0.5620232777,0.244259650978,0.166584125738,0.26433912712,0.696891835118,0.60780279729,0.192260896257,0.539927429265,0.794602967004,0.734233155793,0.928581644055,0.700737442872,0.781689301938,0.65165413412,0.755727924678,0.161806074714,0.215528236225,0.252949712962,0.228739036175,0.23412738782,0.31537476481,0.476845974204,0.305608122244,0.546717086363,0.689650896289,0.89957843305,0.529686265656,0.819727402678,0.66841446477,0.208006764831,0.477183212773,0.741352105273,0.410471824107,0.17608341957,0.475520408326,0.156149801498,0.351104817734,0.201925550536,0.242173477339,0.301499085081,0.835850517571,0.737627139225,0.160152412969,0.0308120650894,0.145873812758,0.676330386204,0.232696252497,0.0160768513402,0.230527089827,0.129668255958,0.185976673021,0.94365287767,0.052304202209,0.32543746073,0.303548805442,0.826481736499,0.315056311457,0.134647453765,0.141996016068,0.705350204692,0.800019781643,0.873767267443,0.739764022481,0.456301205075,0.480030789886,0.366832244527,0.63207169919,0.208191047799,0.532720158799,0.359891518804,0.145561834025,0.392831996937,0.811337172827,0.382854632406,0.690774811316,0.645832432695,0.00838900821844,0.278407125827,0.504565224862,0.270480108318,0.256160788217,0.546993727734,0.198735017324,0.0911795792076,0.129143369071,0.616405391743,0.751229629301,0.271693643152,0.540366989949,0.140984125899,0.846667468587,0.430318169956,0.325351013309,0.374677127751,0.862312839388,0.10412556663,0.48200028949,0.0645915002765,0.416729496298,0.532316114311,0.10063178867,0.13471789198,0.440788250275,0.496988358697,0.584527527145
commodity,0.686814498662,0.00189224284139,0.482670162216,0.40680271784,0.664967809243,0.7118121544,0.694512160484,0.40653147761,0.365464805374,0.365440456421,0.34121493626,0.289246237763,0.743795931856,0.365477641701,0.59051684016,0.285466587673,0.101626151798,0.108239818071,0.727804569424,0.0693647708365,0.0233914848639,0.747261878365,0.110031705997,0.738878702222,0.638336336308,0.296945043803,0.749012505201,1.0,0.30833909663,0.131666939519,0.209188247673,0.244304304939,0.818467463071,0.484265974597,0.425475817738,0.653425930748,0.664416040832,0.627361943566,0.775507704523,0.706469600232,0.741846643763,0.462661589548,0.673759704738,0.13772659645,0.0600081025898,0.164384755845,0.0848251400935,0.563052800184,0.00608058987685,0.540436595429,0.569535245891,0.574249338185,0.765919040603,0.687510895469,0.514137564259,0.780970635246,0.720561626195,0.0835048218693,0.491996750385,0.677489184331,0.476160739363,0.0896725126932,0.477641194979,0.40935291459,0.285681046044,0.127598412796,0.101867834167,0.295236371227,0.767015308225,0.492630721427,0.15334007312,0.0539201757701,0.388112158635,0.691049457258,0.194052336102,0.12510652211,0.442757748972,0.240509615658,0.0818798573957,0.722853998195,0.289084881632,0.303951999421,0.515334361965,0.671071550008,0.327535151523,0.187724448712,0.0501103250581,0.653539919917,0.512080627104,0.700683924951,0.601768922892,0.432743063572,0.435623007005,0.0566601201162,0.672029163064,0.170990248381,0.419237845076,0.341410290585,0.125459167213,0.481023254163,0.652949946246,0.454996606327,0.632772300578,0.493217206202,0.0231371865198,0.134316019685,0.299950618483,0.0503300367237,0.081729066592,0.694044355206,0.0202748779015,0.394090133197,0.166782286126,0.621747651853,0.797434263682,0.0970337354613,0.56792192019,0.0479370233188,0.664777215114,0.461141492231,0.366701722405,0.575563951444,0.660754123352,0.439305882874,0.607363216751,0.141005733763,0.31655742464,0.400419789594,0.030057295311,0.0140121422959,0.486228367188,0.461496506454,0.300575253604
price of gold,0.633470382617,0.0836831621784,0.496940658305,0.429267416724,0.473454521661,0.322398450499,0.586139268348,0.13109713827,0.171207298682,0.595833354435,0.265811623003,0.0245594004137,0.6403975024,0.343403982948,0.468315316928,0.338153085202,0.367434023206,0.456655638804,0.609784966924,0.151550619692,0.156421819971,0.585010359452,0.0773999238636,0.656918253476,0.232520587367,0.703410849081,0.5620232777,0.30833909663,1.0,0.46280630752,0.372318887889,0.189277442869,0.596776929881,0.383085159431,0.184920959358,0.520630108353,0.753268972446,0.531881177145,0.619135217483,0.783688728873,0.595253637825,0.503954617466,0.469659263544,0.167017074956,0.419563204874,0.359604370877,0.134900793596,0.0522107813982,0.398746316503,0.459449571337,0.282799599509,0.14292788934,0.152907968217,0.553329197823,0.589008987425,0.526132598123,0.345278472827,0.32900018239,0.190880795472,0.742953503183,0.135513608873,0.0644486816877,0.228523777783,0.0873439418704,0.341906879187,0.270998979373,0.321187059646,0.0488970802063,0.616030575102,0.0988843137745,0.0457724392954,0.135564245222,0.0315750613563,0.278050350235,0.00288205352189,0.141603890694,0.153999054279,0.318626569328,0.176869251752,0.531852216322,0.178479949178,0.147381243177,0.0381184867021,0.55495201664,0.061013358556,0.33910712373,0.114982464438,0.543478298579,0.323765866855,0.616193715075,0.488422716608,0.350979863672,0.175453352817,0.887796590552,0.415044497739,0.00459875573514,0.359022960871,0.212352270698,0.0621380441026,0.143032443124,0.489815164999,0.68577407032,0.343881686576,0.423495017033,0.0736759029113,0.0702361104547,0.0704804771347,0.470341421899,0.438730734186,0.350621514034,0.375124336986,0.14120381493,0.164871184633,0.376007268768,0.542877482628,0.460769511269,0.262789730714,0.423255082042,0.551846113861,0.285232650631,0.190227768053,0.161237896871,0.561093822515,0.0300026548793,0.208526479801,0.0508579080874,0.207728044544,0.677988745464,0.398494557456,0.0746868873855,0.260235192502,0.138292931691,0.53122549822
price of oil,0.241929384421,0.0464938675275,0.212887183687,0.197935019849,0.173577423083,0.244881380021,0.170132830435,0.354368788049,0.919026199855,0.242400265233,0.0123422473739,0.722043101635,0.235111319329,0.119319533873,0.0450562302732,0.0941780574011,0.925156023125,0.984014177553,0.254832286343,0.289953353874,0.110816219451,0.276094938709,0.0487097216315,0.207480252487,0.118887225293,0.552043652365,0.244259650978,0.131666939519,0.46280630752,1.0,0.978575005494,0.153309521487,0.0142639962664,0.0180400960137,0.140428340315,0.0928945199692,0.383606069276,0.177480113693,0.237128406986,0.254511442344,0.104574521286,0.440157986925,0.00922951531862,0.202035392314,0.390463491884,0.249094250716,0.152594436311,0.777908862414,0.527715928921,0.0425560228247,0.37216203241,0.367806182982,0.291738598424,0.254527245421,0.195546200333,0.0103229850517,0.149786041,0.187195012526,0.313359605283,0.285673053629,0.218096376609,0.105275203059,0.0853524478376,0.71525386276,0.193004626913,0.0302870924616,0.155724330401,0.239652184477,0.0963593948891,0.0618784825327,0.0719674281663,0.342614519766,0.564400005773,0.0977124634728,0.000528949369889,0.0176083636935,0.570407858709,0.969391414004,0.283481891996,0.241098589754,0.915429964629,0.169465966651,0.520102405248,0.242741637266,0.0493101353296,0.0828248409883,0.0678104826773,0.103790005871,0.172106831201,0.186209895603,0.0612738448267,0.119588431777,0.227527244557,0.534239709466,0.215989758888,0.0311303095163,0.184399067162,0.17432905565,0.0310680501502,0.137991326663,0.222334108174,0.104931402673,0.0127785696405,0.15291798133,0.256066330412,0.123087871503,0.015298713183,0.967620956902,0.967912606664,0.314316086923,0.0339727590899,0.67441473557,0.0419073175931,0.190099142935,0.111177649363,0.990373039868,0.0847379687678,0.122482262809,0.233408343708,0.19550213596,0.187736700541,0.543051291381,0.237658541713,0.76097479013,0.250388463483,0.326415199846,0.0791125126076,0.175595753416,0.0696045954531,0.150639229212,0.196671567175,0.0740887011539,0.378455661709
price of crude,0.151136495816,0.0309908959435,0.130943186166,0.159857527892,0.10342965847,0.313285972974,0.061599514067,0.401913644529,0.948581358917,0.156559352608,0.0622999136193,0.769464336913,0.138891223558,0.0159407576705,0.0625792412239,0.0591254074114,0.926026904337,0.963547330799,0.170445987957,0.28340146837,0.0803172094074,0.18744792743,0.061522922919,0.0933697818424,0.0720025580544,0.468581628518,0.166584125738,0.209188247673,0.372318887889,0.978575005494,1.0,0.20563464167,0.123230887619,0.0870213427819,0.199087374132,0.196228471457,0.274863240524,0.091093931498,0.14205800312,0.138289935966,0.00425550035218,0.370842236702,0.0794617956939,0.170268178532,0.363814889888,0.210293884366,0.15652085022,0.828854222732,0.492067063381,0.169434862933,0.45247150651,0.416955428987,0.333264442015,0.174541177715,0.096569329913,0.0621398577347,0.267886343877,0.169526378566,0.402370644179,0.175139073663,0.232825242614,0.109717323307,0.100488334204,0.74352324228,0.149988508901,0.0453460974909,0.134637917579,0.258059104603,0.00659629066679,0.0497728509268,0.0892987041416,0.351999071304,0.581586467247,0.0492239725409,0.0315265802246,0.0502593409886,0.625960039357,0.980949142402,0.300250817659,0.164083435573,0.943202615295,0.214307561583,0.559721160313,0.164454882321,0.0560338037608,0.0156853527476,0.0697105003579,0.0237934472218,0.140391899201,0.103590351623,0.00719322105712,0.0591586640953,0.248283347615,0.465316535336,0.293440259895,0.0751910652304,0.157561598739,0.216622220912,0.0156682227867,0.153871185339,0.145951037342,0.00528832061336,0.039675801496,0.122809857886,0.265418979578,0.105921687203,0.0197073306546,0.955944360938,0.96217578713,0.394854972194,0.0134668687653,0.722320260871,0.0284337033786,0.277715860415,0.221240899544,0.97566859792,0.139254822522,0.0586506923763,0.14989421518,0.249867625658,0.24962869396,0.601050234992,0.148608763876,0.810763922831,0.280148511632,0.305607088068,0.0647967460505,0.109731853154,0.00524444116954,0.160491220993,0.25023769673,0.0478375439642,0.32072920669
oil volatility,0.288282004885,0.175115139961,0.119505492838,0.0463166126914,0.203330494835,0.272227787165,0.233160392439,0.234972990037,0.312172160611,0.244359945764,0.0875454621342,0.148236014589,0.229537591941,0.314383653265,0.224181311813,0.076740664315,0.177146361763,0.162176908918,0.125101606891,0.20725804658,0.108946163257,0.322774390352,0.0768806654151,0.191737787765,0.195427355212,0.0791495082507,0.26433912712,0.244304304939,0.189277442869,0.153309521487,0.20563464167,1.0,0.273618911179,0.181088262035,0.153134925772,0.347708153394,0.19286562984,0.222569422072,0.231064097361,0.210386204228,0.339423348204,0.102522474821,0.326279104691,0.0636839938274,0.123623317919,0.209382937037,0.0395113585091,0.312344013979,0.0761623402818,0.220607141723,0.218900248346,0.281970268583,0.237286162111,0.173550160875,0.199406406846,0.386955917178,0.25829200887,0.159931361101,0.0899499716541,0.191481381163,0.0691326275591,0.121300596659,0.137596585106,0.340557776323,0.0789887989184,0.0838037770316,0.0248076971012,0.277005707982,0.278733756079,0.185977290486,0.0321513056328,0.161097625314,0.124258891745,0.0265187925376,0.137376230782,0.0878024631183,0.445137856192,0.212852388038,0.0669533756792,0.19004933676,0.258826811805,0.383347199084,0.210203918737,0.166815533241,0.135094991483,0.0572303436184,0.140626750513,0.15843646505,0.300531733558,0.214674184655,0.325406909333,0.379546117449,0.233298684589,0.131898892914,0.341368350378,0.203732026391,0.0545761537315,0.298318823242,0.0761130405978,0.0970054420764,0.208632872729,0.131582724682,0.122233835693,0.0853205348573,0.0783818231521,0.17771595147,0.162662192093,0.157471132643,0.173741524343,0.338389574784,0.0230639766756,0.23213347953,0.0995761757896,0.300420283263,0.292712442347,0.162501960304,0.13332593739,0.0318884531535,0.181051231399,0.215271324925,0.167319846597,0.463829989303,0.290657407914,0.313470099274,0.186039663043,0.0703149465956,0.218917516323,0.0880188316693,0.109411985588,0.0468408146847,0.189562242564,0.149285651133,0.122499511134
oil producers,0.741228735383,0.0548729525691,0.554607782879,0.478679939651,0.616808297009,0.661373185579,0.768367015612,0.339453727126,0.317293642189,0.482510160832,0.434091547329,0.345102783553,0.860044916224,0.413277446192,0.695306184029,0.365928037168,0.00386059795576,0.0081652775078,0.764773465265,0.0432502331256,0.00920021077506,0.725838421591,0.0876732686283,0.831424677056,0.465082091851,0.516742594583,0.696891835118,0.818467463071,0.596776929881,0.0142639962664,0.123230887619,0.273618911179,1.0,0.60030921779,0.509230272981,0.811182562458,0.783191592658,0.676494235791,0.756983101,0.826561825445,0.781856844989,0.554992081932,0.694858934439,0.152736957143,0.166551478808,0.239646887939,0.0860850901058,0.517363177826,0.00530105599251,0.685018856762,0.6759223093,0.594094067839,0.59027518923,0.680479995687,0.546893092224,0.780297613576,0.715829893718,0.156426202487,0.516303237317,0.819582201851,0.357910715364,0.0937785946034,0.400628920844,0.466646141882,0.344720813238,0.121208475041,0.133814486264,0.295977373878,0.779222698856,0.283128623017,0.033305870259,0.146118932108,0.436273411837,0.565265174888,0.138376003782,0.206721940177,0.561160958772,0.168325709088,0.0792279579871,0.667916955171,0.249995418093,0.314587652456,0.566586916163,0.716211632225,0.210451578777,0.227264613504,0.0374425209,0.676124345889,0.461647283894,0.740781953328,0.6168726363,0.460692991764,0.399814015856,0.329714575487,0.772678869474,0.0854738562942,0.462135102147,0.357841652173,0.169223018284,0.34689650072,0.632196692291,0.661734375933,0.51802767197,0.504444671841,0.054943566433,0.00405619193673,0.0796672551265,0.072946419118,0.0275842272123,0.798215072964,0.255074139345,0.369511661429,0.223674561021,0.743916740754,0.908210358469,0.0103660548443,0.55018637912,0.214934042506,0.68918052471,0.654919230938,0.359196703022,0.591190481162,0.656194985568,0.535905064824,0.491741140373,0.232114950581,0.0791128723654,0.537408438966,0.226787776934,0.0058111986617,0.638617696854,0.433770457164,0.342317572456
oil exporter,0.638050762904,0.00112286325886,0.506224821348,0.229924174149,0.436444395503,0.490486934867,0.538232106727,0.126188363659,0.234105638267,0.383917393855,0.354386158592,0.210830428756,0.599710165105,0.261584422744,0.374567941878,0.0111311780887,0.0779505490216,0.00883410160887,0.586102007111,0.0118001155766,0.0246095250079,0.541988624287,0.189865794881,0.567198709471,0.437288318734,0.308926041155,0.60780279729,0.484265974597,0.383085159431,0.0180400960137,0.0870213427819,0.181088262035,0.60030921779,1.0,0.211337188305,0.474423505152,0.52238649805,0.478959234891,0.602187886406,0.475373781742,0.524950548012,0.472279184273,0.60090026191,0.0559621674114,0.048413970776,0.0944112828112,0.16961855573,0.328422952929,0.133258053898,0.345258292906,0.335833535235,0.51227464894,0.438189926811,0.582317181258,0.247574161792,0.555544055058,0.540268292823,0.109894836705,0.523860569236,0.522606567792,0.193096441126,0.357433813269,0.299430305562,0.386824867944,0.165288895237,0.0411788724334,0.0554836762539,0.33305765186,0.546620482679,0.435307487673,0.105994868476,0.110840400285,0.214982593108,0.391423325502,0.221023123545,0.0418799874135,0.357711579931,0.128335332063,0.0651072199837,0.527349654041,0.164870140678,0.297222866116,0.435421807804,0.636123907789,0.00779760946233,0.0924472695522,0.0210168016805,0.469059222756,0.451785355326,0.590710724458,0.55452526121,0.175433471219,0.317839879091,0.183510389588,0.656151353607,0.0706665468452,0.330994875504,0.355241201402,0.331180215382,0.193574967688,0.486360133633,0.330116582764,0.400478542431,0.627117339501,0.358294328678,0.0634952191266,0.261842879037,0.0150891500516,0.00125802132329,0.528076362914,0.0720030854787,0.200468950205,0.213190020657,0.589578501602,0.608468504931,0.0181551471748,0.346223350449,0.000364791442959,0.610702442478,0.467708707643,0.254457088929,0.383704330034,0.438750027374,0.358527129167,0.253990491796,0.0871830051679,0.0892646306858,0.383918109311,0.0747832569513,0.121206433211,0.421592573391,0.439995180993,0.269692831817
oil sands,0.111603022675,0.0812796868627,0.00240121495391,0.399391768552,0.107033005704,0.139136207189,0.312465669946,0.295536862476,0.260114834396,0.219971700751,0.0893689057786,0.444962643,0.312248269669,0.0553005967736,0.318224744291,0.21162002059,0.0141103310704,0.0937159821817,0.090753828132,0.274630212419,0.0728281719978,0.162016755847,0.0617482445572,0.250750269228,0.011575755121,0.307091878558,0.192260896257,0.425475817738,0.184920959358,0.140428340315,0.199087374132,0.153134925772,0.509230272981,0.211337188305,1.0,0.724153213152,0.198779810452,0.253065391744,0.234009971757,0.439054426751,0.287522120113,0.0589732683313,0.149366871626,0.589905863253,0.0445360842947,0.0855787123136,0.373364555942,0.32796948704,0.317322534893,0.430172135303,0.440622720885,0.315670529548,0.166395874398,0.0659889636095,0.421198100395,0.27929093375,0.404240817776,0.258931809084,0.101099289843,0.170412830614,0.0380924336618,0.1608504217,0.243263657167,0.183232268532,0.157842790069,0.100425101526,0.10755539643,0.1925549709,0.214533217976,0.00952942132984,0.0213774273989,0.283292114919,0.200643424542,0.296157747756,0.0939614940966,0.0258509720175,0.345945069446,0.243696113574,0.0970421430369,0.0898238875103,0.29893389583,0.0748686338687,0.372987753333,0.0499227406537,0.120963859869,0.123135373199,0.0959197878935,0.00931516829148,0.0389253564406,0.101319741116,0.244103518369,0.0160039846688,0.0146611231805,0.112686261261,0.405827901792,0.0330507651174,0.0356148818673,0.185863692429,0.0913942837914,0.297000585286,0.20500844547,0.44691274805,0.191457125001,0.0129269459788,0.0324792805709,0.0466359520531,0.0311326997986,0.0362371440764,0.0642830591778,0.378442748593,0.23811010461,0.509405236944,0.115304038942,0.434424195676,0.37529233077,0.104049546861,0.369335270377,0.109603049409,0.0920688572661,0.232986048207,0.329205498341,0.426143382824,0.199588497392,0.397482694403,0.266514063029,0.239401672467,0.0133944922838,0.391638189656,0.187685124744,0.231486692577,0.219577329156,0.0271592183091,0.0886366255864
peak oil,0.511215824032,0.00234313207851,0.321917919902,0.393667420956,0.462391192206,0.491206116043,0.632256095769,0.430648238296,0.348682351358,0.413913831109,0.349836167613,0.428682336777,0.649545673229,0.309317054579,0.613858830186,0.218747280451,0.0128646089494,0.0644569060002,0.464795005475,0.20656679535,0.122002121348,0.52495135715,0.114628388003,0.613182476326,0.227955258735,0.503448792121,0.539927429265,0.653425930748,0.520630108353,0.0928945199692,0.196228471457,0.347708153394,0.811182562458,0.474423505152,0.724153213152,1.0,0.53901688121,0.55045593154,0.562658814536,0.695598965968,0.677642508674,0.259650960374,0.468833416106,0.229102456157,0.0531704830405,0.22301270414,0.0965662957134,0.509657952903,0.22211269573,0.760369835873,0.730047642855,0.589856826333,0.42398204014,0.448784294888,0.530207097558,0.651399421701,0.643048997552,0.167200416134,0.404190968816,0.566474163698,0.190187781323,0.0284144143516,0.399289955147,0.377614912996,0.171174259521,0.174122726088,0.109739627397,0.347880464961,0.58843295161,0.172369238848,0.0482681488772,0.259837526253,0.349626104565,0.39104346603,0.024947417959,0.0544052658276,0.574671395875,0.242711299755,0.0817017736582,0.459639108716,0.31731257605,0.343354770486,0.586610597757,0.403719121872,0.185968432402,0.18249769109,0.0666875351491,0.36705340496,0.300272510938,0.48615946412,0.585773213307,0.252848358243,0.306235228008,0.273872349625,0.670560296422,0.0750554015023,0.217378645661,0.433497907823,0.0519756681249,0.39960675033,0.500443547456,0.643449170233,0.447785472661,0.326519582441,0.00196046799706,0.11570455713,0.016250113267,0.0238491565303,0.0139230184758,0.737349979695,0.259760033385,0.461892161884,0.117328507019,0.748311488655,0.795614307638,0.0605234348738,0.550706105503,0.193609933879,0.44892282865,0.57367124201,0.54326155596,0.716308717868,0.526490567639,0.571493287694,0.395363728818,0.350619330009,0.00358021167067,0.533955356635,0.21583801699,0.0731334540071,0.566639613674,0.159295070959,0.0924810055588
Canada,0.872426438392,0.0359713107053,0.683815583472,0.485658333305,0.683218100201,0.553563605319,0.826834456961,0.0360011498435,0.0648246831232,0.552256838086,0.406463648431,0.063931415997,0.894359582137,0.481642654847,0.561473676245,0.297965290894,0.283489742101,0.362751437204,0.895377832951,0.221536267375,0.100279705459,0.84026455237,0.00917775421683,0.92685705543,0.628594052101,0.6135656128,0.794602967004,0.664416040832,0.753268972446,0.383606069276,0.274863240524,0.19286562984,0.783191592658,0.52238649805,0.198779810452,0.53901688121,1.0,0.753065739781,0.86561183448,0.889047467572,0.766009491186,0.81819648109,0.722820948268,0.155816857369,0.378553056953,0.311324854228,0.252049721263,0.15538263805,0.477110598416,0.502085549052,0.276417966364,0.325269991065,0.429517752953,0.829792830408,0.537977997308,0.721131830197,0.608367467376,0.130384785996,0.393922316409,0.932935294294,0.320649191362,0.041224384987,0.311395854485,0.0956544999645,0.338167946068,0.0163547859355,0.142595266062,0.0955612866213,0.826884190385,0.326152783287,0.00182658186587,0.144828069389,0.124129708271,0.537240270523,0.125719465319,0.171318569096,0.203373183899,0.243173369553,0.194044160734,0.80514923516,0.145621805547,0.114155789335,0.16610347563,0.84648777495,0.23277715985,0.250691873472,0.03600803341,0.855463446945,0.57670398783,0.828559142969,0.544937915817,0.525713472233,0.36041207801,0.607940139017,0.582343692706,0.066489573328,0.48628387116,0.197806886934,0.143671519924,0.245263278506,0.743115969134,0.577451781995,0.536832684052,0.615478326575,0.142973874672,0.112288712574,0.0931908749911,0.377716181715,0.34247976104,0.479591465331,0.195061964296,0.0537341585512,0.17701756933,0.494427672132,0.727100532413,0.380346279221,0.41480250143,0.245778119147,0.826008006617,0.424533815767,0.152484194421,0.208758228313,0.758349509574,0.0678209750401,0.361420445848,0.0287623591595,0.00411672807921,0.567443197093,0.195729486801,0.172354318435,0.405327746603,0.3716319529,0.673614378901
Middle East,0.77368678291,0.00175720319385,0.646616937385,0.392695780795,0.641014922654,0.590601848989,0.747260582646,0.0525148068034,0.0826579651571,0.419268241119,0.34221708601,0.0831229243133,0.711826496398,0.347752204598,0.427426705411,0.141522811479,0.131804373013,0.172133795524,0.76277930422,0.153978007893,0.0184214373262,0.707310500065,0.0475788299058,0.791100128859,0.567894178933,0.422614738706,0.734233155793,0.627361943566,0.531881177145,0.177480113693,0.091093931498,0.222569422072,0.676494235791,0.478959234891,0.253065391744,0.55045593154,0.753065739781,1.0,0.7600595076,0.739934671037,0.633711646462,0.570914411724,0.641567456213,0.151364798993,0.123296118212,0.181904524181,0.0110401257223,0.204984983798,0.326967255955,0.473106095314,0.339623263795,0.395984774491,0.496697824988,0.742356379704,0.513904599114,0.702456038849,0.568743377818,0.0137823836482,0.443213037185,0.741377851844,0.450257584658,0.075265230722,0.354108277372,0.135165022801,0.392664888784,0.0657088398052,0.0183448975048,0.164959386954,0.734491169997,0.449496590053,0.0761390969468,0.156608122455,0.0574617308294,0.430634583633,0.0596768345988,0.182242398901,0.307328840201,0.0546419955948,0.174287982149,0.718374841357,0.0468403251306,0.0631671808998,0.234340775161,0.704361897757,0.237908216753,0.245842414882,0.173564136403,0.659619379526,0.518546680044,0.769236830927,0.548341779328,0.401553125229,0.432751567169,0.355739147815,0.565749280416,0.104533529772,0.441650675486,0.234287331932,0.0365319989996,0.331647831146,0.948680599108,0.533186111592,0.529564661871,0.579774158983,0.0894766578448,0.0769740249383,0.176889766539,0.208449338625,0.182685968462,0.446345036755,0.0649825556593,0.117384626345,0.105881705145,0.501377043122,0.671491863632,0.193888075185,0.467847768815,0.178155898478,0.732382509313,0.413939600634,0.147431387156,0.264510454659,0.70982084171,0.177774872026,0.489853630573,0.0695347514139,0.10557972387,0.529416104683,0.161811081364,0.171502980947,0.397070951263,0.322480800905,0.520502968748
South America,0.877497313941,0.0103920341775,0.69115781059,0.437817810015,0.797069850479,0.693967640282,0.812535111318,0.116576939163,0.0651385148932,0.546831871911,0.380652215637,0.0291662873514,0.842338037368,0.491770369289,0.562054806585,0.239522138691,0.182837040637,0.242275324265,0.867216572668,0.205952987986,0.134420638107,0.927879138759,0.0306596914873,0.872120807996,0.776911390569,0.471020293935,0.928581644055,0.775507704523,0.619135217483,0.237128406986,0.14205800312,0.231064097361,0.756983101,0.602187886406,0.234009971757,0.562658814536,0.86561183448,0.7600595076,1.0,0.790372495635,0.795900625983,0.681095274607,0.785160873792,0.231696969956,0.223012272163,0.215067460622,0.183876194464,0.251624260436,0.391004677029,0.520058201436,0.318145018999,0.482378108862,0.649171899137,0.874823897186,0.617365041711,0.787013313359,0.73365067342,0.0328308281536,0.498739440551,0.798392980106,0.391363638989,0.0760187980691,0.463757738212,0.149353195299,0.366876125884,0.0798663024148,0.116053372862,0.224207333997,0.814140971668,0.643368863828,0.0829497378627,0.0590609415056,0.138247785624,0.666183828318,0.262846918545,0.0457228173996,0.230129346291,0.102910398352,0.181893368553,0.893845438962,0.0134815263881,0.224208499092,0.293880430771,0.838849504167,0.287669347839,0.199353974542,0.0455244325346,0.775452605799,0.64296398094,0.882877780273,0.656945044799,0.420212206285,0.430374208378,0.425670704804,0.626042792762,0.13729729028,0.510929246053,0.30451180987,0.10757812602,0.406975556346,0.832028755919,0.501686484904,0.666924713425,0.63112711471,0.0536867867688,0.205184600549,0.345684931623,0.263113438581,0.236269600106,0.539478443636,0.0347011454019,0.0990014540308,0.123104911173,0.592654627577,0.750112512364,0.256672899,0.596946308411,0.0781764320343,0.853878582791,0.442123614846,0.31598347297,0.36026160886,0.818058902885,0.125900525986,0.461657203577,0.00209534937797,0.270040334213,0.592217381136,0.127394502804,0.107788342562,0.457276567428,0.423777751655,0.617042391896
